pathway	N367M	N515M	TD181207731	TD181207732	TD181207733	TD181207736	TD181207739	X010M	X254	X275	X283	X294	X314	X321	X341	X353	X360	X361	X385	X391	X392	X431	D22BD538_461	D22BD540_524	D22BD542_455	D22BD543_285	D22BD546_302	D22BD547_260	D22BD548_308	D22BD550_238	D22BD552_244	D22BD554_316	D22BD555_248	D22BH739_268	D22BH741_298	D22BH742_330	D22BH744_370	D22BH746_377	D22BH747_383	D22BH748_389	D22BH750_427	D22BH752_439_2	D22BH753_454_1	D22BH757_476	D22BH759_488	D22BH760_493	D22BH761_494	D22BH762_497	D22BH763_505	D22BH766_533	D22BD536_469	CRS403	CRS440	CRS511	CRS513	CRS514	CRS517	CRS532	CRS534	CRS539	CRS540	CRS548	CRS549	CRS550	CRS552	CRS553	CRS555	CRS556	CRS557	CRS559	CRS560	CRS568	CRS573	CRS579	CRS584	CRS592	CRS606	CRS608	CRS612	CRS618	CRS619	CRS626	CRS629	CRS631	CRS636	CRS652
mRNA surveillance pathway	0	30	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	170	0	0	0	0	0	0	22	78	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mTOR signaling pathway	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Glycan biosynthesis	24095.49	30827.6	12994.81	43562.53	28297.48	22819.13	15157.02	14365.77	27976.29	32100.36	23019.79	42570.26	28644.74	41618.8	70794.68	10606.22	41077.12	15610.38	28789.68	36387	24251.7	19637.92	7508.51	28989.02	6107.67	32611.58	13829.32	25482.67	18345.5	6177.33	894	76039.8	8993.33	19197.35	24723.84	19186.67	16701.91	18390.17	22686.3	32664.17	7182.17	12095.23	7450.83	3721.51	7809.5	7231.81	18196.49	14059.79	11932.83	16267.11	450.49	1616.93	7489.68	6743.02	27174.42	10702.24	36991.27	2927.67	2447.69	772.99	14653.31	2565.84	9942.24	724.95	16814.09	56461.67	4546.33	3218.68	751.46	5058.5	560.83	16160.99	1109.17	7345.26	7644.22	1110.15	11117.33	5766.5	26422.35	5328	410.83	306.74	6764.01	1408.65	323.5	902.16
Naphthalene degradation	2134.83	51184.75	50928.98	38891.17	40858.44	23515.14	68171.8	73096.6	27330.65	33422.36	22671.36	38606.57	30928.95	32008.09	92602.86	43453.28	28579.72	38373.45	44191.54	40598.72	49736.68	26581.95	6356.96	18473.95	14318.67	20250.08	2082.53	15268.95	11821.83	600.75	11001.6	39672.96	6391	11982.05	14126.86	11813.66	13211.71	20925.39	28708	15143.99	5962.82	20221.85	9542.47	5270.92	6689.34	8348.41	19729.02	9877.09	8341.81	10788.9	485.62	82714.04	7680.93	7475.69	35790.51	11741.26	3354.7	4549.66	2296.67	1969.33	17981.93	2383.16	11617.12	152984.17	26900.88	25391.3	6709.02	7907.69	1469.61	5662.05	99580.24	15244.66	5141.42	11485.51	7813.38	4404.91	12501.5	6332.06	29753.81	3563.67	741.16	1894.59	20375.83	1385.82	881.01	1955.16
Natural killer cell mediated cytotoxicity	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Necroptosis	499	6960.99	38803.99	19180.77	22499.65	4883.04	510.85	16011.04	18640.38	15612.43	11921.21	19523.86	14184.95	19558.79	24160.21	6840.57	16723.61	10815.59	15381.2	18633.48	22223.15	11292.21	6886.46	17223.03	6144.42	19237.15	830.33	14202.18	10372.33	535.08	3181.85	39405.31	5732.33	10797.1	13561.33	10393.85	9322.46	10622.4	22452.64	25335.83	5045.05	7954.54	7083.21	2808.65	5174.77	5146.93	12216.66	7845.69	7340.67	8264.24	455.12	82084.66	7600.1	7055.16	27571.5	11106.33	2251.62	2430	2206.66	1502.66	13360.41	2342.04	9795.28	76865.28	17345.39	9885.04	5593.36	6403.27	1065.27	5328.55	49955.33	15999.82	2639.17	6158.54	7712.55	4006.9	11348.66	5995.22	26127.47	5383.5	563.33	862.37	13212.71	1322.32	433.67	1301.81
"Neomycin, kanamycin and gentamicin biosynthesis"	33065.66	74429.3	37292.98	73289.94	55773.4	53362.22	55371.2	66615.35	62312.59	64993.91	42572.27	70744.44	54894.79	70928.82	40679.15	45876.86	67571.48	41924.59	59750.57	68919.44	56728.84	45222.89	12974.97	23053.84	21156.34	29339.47	15432.48	26507.77	45516.33	12603.58	10099.35	47930.6	14808.66	15909.04	18817.82	15658.18	16169.37	18346.62	50760.23	46309.15	9218.3	24207.11	16144.88	6080.1	8983.5	9305.85	23900.34	12369.74	12619.47	11751.95	1038.55	83853.23	17379.61	15072.71	62074.64	47909.41	73734.23	7741.83	3810.21	3987.32	27629.64	5118.5	20348.02	78204.85	28936.74	81621.55	12307.04	9949.94	2455.8	9998.39	51209.56	31348.31	6145.09	12305.7	15161.77	4910.05	26227.91	18439.56	55446.15	9330	887.66	1513.36	21179.39	3503.14	1126.34	36421.14
Neuroactive ligand-receptor interaction	13	56	930	959	309	1096	55	229	1621	871	321	617	266	176	277	283	29	3640	265	1619	2405	361	5638.51	1133.84	1100.17	4058.65	0.33	1862.33	12.17	165	33	1558.98	1071	1241.5	1181.34	871.67	883.66	497.83	67.5	173.83	2708.67	2235.82	2691.83	1235.35	1279.33	841.49	4219	342.19	2280.33	370.51	0	658.66	6359.5	5411.35	2691.49	9327.49	177.84	993	1118.17	341.49	4619.98	1441.33	3372.49	300.62	871.17	36.83	2221.67	702.51	376.01	3431.84	102.83	5518.99	323.5	996.85	6903.47	414.65	9436.16	4962	6455.84	2866.33	48.83	57.32	5517.34	856.98	33.33	287.83
Neurotrophin signaling pathway	0	4	0	7	9	0	0	0	48	39	5	0	13	0	1.5	0	6	0	9	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neutrophil extracellular trap formation	0	0	0	0	0	0	0	0	0	1.67	9	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinate and nicotinamide metabolism	409262.55	674253.98	408003.8	805077.71	697242.75	484468.92	475286.27	535041.34	565577.26	676183.76	457347.25	812315.59	580819.08	790866.93	679899.55	384257.42	754363.45	417125.3	647706.74	755174.63	586915.96	470843.93	120837.47	283662.28	206126.42	335660.96	293810.54	332523.41	469093.44	194973.6	159715.47	631910.86	193130.29	198400.44	245459.46	187969.82	186051.63	236859.36	431453.42	419501.71	102711.24	276324.92	145326.74	72050.82	100301.63	125620.86	270193.27	154720.17	145720.41	137953.89	13008.45	2051694.88	156583.17	147970.64	548613.46	441722.85	570472.86	106049.76	44528.53	43693.19	302899.62	50005.55	189347.77	710623.66	456286.46	1113173.99	153522.32	108217.43	33556.52	99231.98	470016.59	282662.82	68018.54	177853.29	136004.49	98685.84	235666.79	169278.82	488567.45	119716.98	57571.76	106990.94	325002.07	39220.42	15774.56	343519.83
Nicotine addiction	13	56	930	959	309	1096	55	229	1621	721	306	567	266	176	277	283	29	3580	235	1619	2335	291	5638.51	1133.84	1100.17	4058.65	0.33	1862.33	12.17	165	33	1558.98	1071	1221.5	1181.34	871.67	883.66	2.83	67.5	173.83	2708.67	2235.82	2691.83	1235.35	1279.33	841.49	4219	342.19	2280.33	370.51	0	658.66	6359.5	5411.35	2691.49	9327.49	177.84	993	1118.17	341.49	4619.98	1441.33	3372.49	300.62	871.17	36.83	2221.67	702.51	376.01	3431.84	102.83	5518.99	323.5	996.85	6903.47	414.65	9436.16	4962	6455.84	2866.33	48.83	57.32	5517.34	856.98	33.33	287.83
Nitrogen metabolism	102798.1	271303.41	164706.12	321591.33	323627.86	212415.87	74054.55	214239.75	225016.37	273968.58	190735.91	325000.79	225584.4	305876.86	423067.48	137696.04	293378.84	178509	262610.82	312980.85	220763.83	197625.74	55133.88	191806.5	63368.37	236012.58	46187.28	203725.32	313804.32	30260.5	56766.26	463017.18	79383.32	131655.55	167546.3	135435.18	122896.88	145643.34	191478.73	158392.44	56684.33	92190.07	60716.23	35892.73	55615.65	63093.53	145878.12	97814.96	92247.15	103061.03	3226.19	1140619.51	75071.84	69123.03	224586.21	245563.32	230060.89	44067.93	19412.57	20951.78	151898.16	24877.87	77923.47	87047.61	32000.89	253730.14	63140.96	31671.57	16117.64	44654.66	58919.35	125782.69	29288.03	75926.11	60074.97	52043.92	108704.38	88042.89	210371.1	34402.06	34978.47	42028.17	136369.65	18707.81	7507.19	214928.54
Nitrotoluene degradation	2709	40713.28	8494.59	47609.47	64373.21	19323.6	18453.3	18337.04	29899.53	47502.08	27900.16	48867.38	29736.6	78677.45	18113.02	9550.23	75709.79	18336.06	44511.26	64113.05	28274.63	28841.49	146.75	9762.33	233.1	3100.78	66.8	2940.34	2871.15	115	361.35	1344.6	54	2553.4	2886.31	1451.55	5955	12858.52	1388.16	621.3	1912.7	1188.7	249.9	2568.74	2160.4	6598.99	9832.73	1926.25	1147.5	1701.88	831.97	241559.55	603.95	1058	784.81	1225.67	1609.06	880.31	960.49	696.85	7964.46	395.86	614.52	760	741.19	1028.09	2854.79	2125.44	956.36	906.76	732.86	455.65	1345.7	7561.51	325.83	9013.77	561.9	748.7	905.54	1681.49	5474.5	1932.87	21685.52	159.85	1001.5	1443.79
NOD-like receptor signaling pathway	29448.69	96391.11	58691.33	86465.69	80371.92	69292.85	70620.26	79382.93	63110.92	80769.86	50221.25	77556.12	62634.3	91770.07	47506.64	54917.33	85916.03	54609.22	80046.24	94222.68	73326.4	59651.66	14158.72	35672.11	21397.18	44275.38	16915.56	39733.67	55325.66	16985.41	20532.61	86397.45	18628.66	25806.86	31356.22	25786.01	25120.95	30573.38	51446.01	54671.16	12388	28926.38	16793.21	8062.12	12453.73	14547.51	30899.79	19708.59	18004.94	20313.21	1347.85	84709.85	17997.37	16385.2	63221.34	48734.9	40512.15	9829.58	5116.04	4450.07	33919.87	5676.73	21647.36	78465.97	44154.05	73644.37	16768.44	11431.04	3372.75	12073.96	51643.07	33312.91	7192.18	19224.69	15607.77	5752.39	26831.24	18937.97	56883.61	12076.09	10673.99	8831.97	21787.77	3969.89	1457.34	36741.8
Non-alcoholic fatty liver disease	1134.5	12747.92	1982.73	28574.06	40571.2	2107	4308.5	5330.5	14779.6	20180.91	18644.64	42639.89	25669.86	32869.24	46285	2162.91	32655.5	12580.85	18543.01	23069	7651.57	15108.34	71.25	129.34	23	964.59	142	309.84	1073	73	86	283.49	8	1146.09	689.5	450	797.25	6216.26	646.5	189	484	543	51	897	829	2253.41	4392.5	273	372	332	28.1	80395	219.5	909	208	281	464.5	551.5	368.78	262	7002	124.01	154	234	155.2	960	352	250	887	816.5	203	310	476.75	5028.5	40.5	3483.84	95.34	175	102	51	2716	384	526	73	738	313
Non-homologous end-joining	7774.5	35362.56	6469.15	70484.05	102813.67	21595.85	8551.5	15072.5	87703.18	75857.77	59399.62	129519.97	88775.04	49370.82	118931.7	9756.7	44988.7	28343.93	50640.68	39964.75	19908.47	61383.95	231.25	742.1	6.25	3497.6	62	606.7	3415.5	413	451.75	2429.98	452	3075.6	1775.5	1234	4980.75	24254.13	1533.5	399	1504	1268.71	496	3720.15	3837	7928.9	18762	790	1508	1623.35	82.7	400438.5	549	2447	783	1296	949.5	2727.35	1319.03	1086	20018.5	224.38	672	792	789.9	1035	1461	409	2411.5	1342	691	670.35	1022.25	9450.5	370	15540	365	592.5	402	218	1246	1366.5	2213.5	166	1682.03	1489
Non-small cell lung cancer	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nonribosomal peptide structures	1697.66	25162.57	12370.4	14568.39	23267.23	10968.67	45666.75	18525.7	8294.9	12233.88	7151.11	12260.1	16720.71	10504.37	4895.07	16602.65	6459.43	12617.34	15900.18	10866.64	10950.45	9826.86	31.25	245.92	8051.25	428.92	2005.67	998.24	966.5	5986.5	3468.75	609.99	970	701.5	546.99	394.5	1239.25	3631.75	5084.31	1942.5	543.92	12281.75	2401.5	623.14	440	1559	2584.5	421.5	369	602.33	22.42	1476.84	362.92	618.48	8187.67	759.01	554.92	809.67	201.36	653.17	3771.34	198.04	2042.34	76357.17	9437.04	16645.18	2401	5041.99	418.17	824.59	49862.84	293.84	2283.08	3862.36	197.99	506.92	1163	377	3814	207.5	132.33	511.5	6639.19	103.5	344.5	619.33
Notch signaling pathway	57	38.01	9	181.02	23.01	0	0	94.02	94.02	253.98	50.49	543.99	393	396.03	2.01	6.99	360.03	102	73.98	250.02	30	49.5	0	0	0	72	0	0	153	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	48	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novobiocin biosynthesis	27598.14	129001.76	108015.58	170007.54	132820.07	114263.83	39538.59	114584.72	121619.87	135988.23	90958.06	157448.81	106170.49	165904.15	208637	72604.15	157358.79	77859.44	129016.33	161547.94	121843.78	94409.69	28039.74	62376	27463.93	79953.02	5242.1	77179.66	128660.89	27622.24	32394.78	141600.3	40308.32	43010.7	52942.52	44905.63	41700.51	52295.4	92458.64	100819.31	22686.28	30085.5	28557.85	15138.49	22297.81	25690.13	59384.54	34579.11	33752.66	32040.14	1807.57	329225.25	33326.8	34751.15	110126.9	122799.69	80697.48	23482.48	9126.62	10260.06	68054.28	11275.67	38906.45	81240.34	56030.37	58618.67	36711.13	18321.4	7247.43	23105.21	54043.7	67146.79	15375.19	31133.4	30658.96	17113.85	54856.4	44450.58	105728.59	23223.66	9610.82	31635.07	62599.05	8393.88	3660.01	107127.01
Nucleocytoplasmic transport	0	32	6	560.99	22	5	0	24	157	108	134.99	78	42	224	16	15	220	4	175.5	114.5	107	88.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nucleotide excision repair	230050.69	452734.72	368035.84	473967.98	411597.92	337071.6	475229.93	437598.81	343746.34	404576.88	264214.77	448629.75	357904.41	473411.72	374970.91	311980.24	439911.31	268164.89	422673.61	457922.04	401334.51	283058.91	64246.94	162136.11	128299.64	208242.28	140723.25	211299.3	363201.36	106055.97	107949.19	386427.75	107759.64	119126.38	151302.33	121899.28	114682.06	132467.08	249069.35	254232.11	59867.15	171710.8	83881.54	40490.32	57046.74	68716.87	147272.25	92411.1	89845	86602.16	7010.79	670060.53	92166.75	83036.38	316344.94	319323.15	341822.86	57621.82	23820.53	30661.8	163521.7	30547.21	105829.12	622925.08	236700.25	662083.1	102372.07	79045.52	20150.73	57682.29	410533.92	154989.47	50535.97	103358.35	72640.54	37780.29	137405.3	112117.26	275816.76	61088.84	25306.61	74150.82	131515.34	24737.82	8298.37	289767.95
O-Antigen nucleotide sugar biosynthesis	242610.61	379796.76	315952.52	432695.21	312831.45	327112.89	512305.05	419454.73	261948.51	356421.16	233793.82	373500.79	338314.85	356724.21	564254.67	300343.57	332880.17	227697.94	347998.59	392545.37	357737.72	226715.44	97878.8	135835.72	95551.26	154476.51	136158.79	143215.47	142526.6	32498.71	54593.59	255264.98	116191.95	87958.84	102935.66	80417.5	87926.32	105048.13	286095.01	412364.4	62186.15	101535.75	96491.77	41096.26	54776.91	61332.95	148995.15	71442.52	70762.96	62552.92	9285.93	265560.52	119681.37	104711.32	354793.6	216154.83	208116.65	65415.16	29632.54	16240.25	191026.86	32343.5	130450.11	89659.64	270817.78	618556.1	88284.02	45173.76	14235.85	70370.01	61779.24	211905.82	22170.62	81856.83	114368.74	23263.54	172476.39	100185.1	346842.61	86390.32	15296.28	37212.95	193382.74	20484.16	7777.69	88397.48
Olfactory transduction	0	4	0	7	0	0	0	0	48	39	9	0	13	0	1.5	0	6	0	11	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
One carbon pool by folate	150209.59	269250.87	233487.21	292185.3	237156.58	244701.1	196230.43	254302.9	206644.05	245148.09	153934.95	256821.33	194566.63	288193.06	283784.62	175761.09	275101.71	157295.51	254057.91	285140.84	254323.08	169005.52	37210.8	115098.25	76464.2	142935.51	95436.95	145302.86	233546.63	75551.9	67158.7	282609.12	76644.65	81631.4	107832.64	84871.05	77558.7	88838.75	141285.45	156941.63	38627.68	109034.59	48548.28	25741.77	36593.17	45017.08	94818.92	64250.95	60023.37	61309.35	4697.02	579629.54	51616.02	48438.85	181765.43	195695.51	362681.81	38974.65	14606.88	19226.32	97146.69	18377.56	61435.27	465813.25	138516.76	438470.03	63259.48	50831.34	12616.06	34071.56	306781.72	88737.98	32949.37	63553.04	41200.58	29095.02	79755.4	67569.94	159531.92	37243.17	16014.3	42879.04	86031.23	15599.12	4923.35	182652.87
Oocyte meiosis	0	12	0	21	0	0	0	0	144	117	5	2	39	0	1.5	0	18	0	25	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Other glycan degradation	200657.01	304636.57	52871.41	227363.27	121955.27	226794.82	107302.84	141245.67	198476.93	226268.63	114886.3	189436.26	150973.46	159800.96	392676.55	119320.57	173346.66	101449.27	245989.07	150031.7	262660.91	146747.54	6743.25	131296.56	41543.25	134884.2	60654	116919.75	121693.58	3397	11280	337485.31	42752.33	87315.75	113825.39	94333.4	76678	113473.37	29052.97	80722.74	21766.77	97351.75	15672.35	16104.4	31092.07	36881.65	74264.98	66806.91	45722.89	81667.69	611.69	8456.37	8604.93	5465.17	42225.42	33021.36	594262.26	13409.41	5422	7207.17	11116.02	5501.65	14685.68	233784.17	48792.23	578195.21	20847.63	51920.48	2025.08	8359.05	154055.56	6155.83	12047.92	47912.6	1751.65	2916.09	9606.66	10771.03	30582.54	3219.83	1431	3129.42	27482.67	3726.26	1637.2	39326.53
Other types of O-glycan biosynthesis	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovarian steroidogenesis	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxidative phosphorylation	243414.49	1410181.63	383365.4	2232942.34	2936274.74	537828.43	1012360.06	677216.96	1453173.87	1792316.93	1424229.23	3042198.04	1927073.47	2462043.94	3052752.57	443103.72	2428842.71	1043443.86	1601635.62	1905153.93	941522.82	1313654.65	101504.35	548438.12	107609.72	650318.69	48940.23	605844.23	1002450.62	90240.05	251147.83	1271642.97	276711.3	400145.3	463800.91	376008.35	338372.54	651459.77	286886.97	474178.27	143703.81	235672.91	93502.53	121719.73	179791.33	266958.87	534463.47	272475.41	246558.73	277185.27	10362.45	7104507.8	119628	184493.02	328625.03	672918.08	652808.28	170497.41	62203.34	70944.81	639920.71	57437.09	133727.87	345926.22	233882.45	447571.11	196178.38	88547.37	83786.74	125183.75	235861.97	231917.7	115326.09	458776.74	85876.62	312365.69	196340.48	218582.33	303433.75	106683.77	191466.46	174947.75	406280.98	46499.13	57599.06	729264.27
Oxytocin signaling pathway	16.75	215.75	38.75	2242.4	142.25	205.5	40.75	59.5	1269	700.25	775.15	356	370	538.5	138.75	148.5	789	175.5	947.25	299.25	471	657.5	0	0	0	12.6	0	0	0	0	0	0	0	2	12.5	0	0	20.75	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p53 signaling pathway	1134.5	12449.42	1949.73	26361.74	40379.7	2037	4278	5232.5	14110.1	19645.91	17868.32	41787.39	25315.86	29921.74	46098	2119.41	29812	12453.85	17738.01	21117.5	7243.07	14748.34	71.25	129.34	23	964.59	142	309.84	1073	73	86	283.49	8	1133.09	689.5	437	731.25	6099.26	627.5	189	484	543	51	897	803	2198.41	4318.5	273	372	332	28.1	80395	219.5	909	208	281	464.5	551.5	362.78	262	6904	124.01	151	229	155.2	960	326	250	887	816.5	196	310	476.75	5025.5	40.5	3483.84	95.34	166	102	51	2716	384	523	73	738	313
Pancreatic cancer	0	83.17	6	483.8	165	9	15	29	126	229.93	274	624	143.33	48	23	0	0	9.67	183.33	10	26	45	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	33	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pancreatic secretion	16.75	455.25	8.75	788.4	157.25	205.5	40.75	34.5	513	522.25	408.15	193	259	10838.5	77.25	143.5	10377	207.5	1949.75	7201.75	1022.5	413	0	0	0	12.6	0	0	0	0	0	0	0	6	12.5	0	0	119.75	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	30	0	490	0	0	25	0	0	90	0	0	0	35	0	0	35	0	0	0	45	0	0	0	0	0	0	0	0
Pantothenate and CoA biosynthesis	167862.5	434626.09	355270.47	539717.71	474970.88	274815.74	300430.01	374589.9	389149.51	449660.23	312124.62	578649.42	397480.8	542234.92	483024.03	251149.34	516165.07	271430.77	430856.89	502280.23	386238.38	298440.23	72344.6	165832.14	136077.3	222662.62	92804.67	237819.28	476996.01	71122.88	125678.62	372658.83	142078.64	122186.29	145188.36	127265.26	117913.08	155407.18	328991.51	309241.58	63535.33	155116.12	97772.99	46422.63	62357.6	77248.85	169882.23	96447.62	97796.77	84305.87	7445.01	912696.03	95665.5	101712.34	399044.38	434302.1	244924.84	80884.72	25974.19	37940.96	211888.16	34981.4	127219.35	399004.51	254769.11	444240	114405.77	74214.25	25650.63	66239.51	264799.55	203111.14	58295.99	113049.69	79842.25	50407.48	163170.14	146327.25	347844.19	67534.26	29304.96	58152.87	179843.14	27667.73	13088.55	426933.67
"Parathyroid hormone synthesis, secretion and action"	0	69.17	0	177.8	146	9	15	29	71	200.93	186	595	101.33	42	13	0	0	5.67	151.33	10	26	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	33	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parkinson disease	31623.19	127751.27	64004.82	140761.9	153278.18	75328.09	77416.96	92179.33	90972.97	117521.02	81718.77	141853.61	103102.93	163864.16	140488.95	62094.23	158480.91	75718.37	120437.69	151656.02	89885.77	89562.93	14318.97	39418.33	21452.68	45512.39	17215.56	40292.49	58706.32	17172.41	18498.11	87103.6	18689.66	27687.04	33243	26970.97	28054.7	41217.57	53113.79	55219.82	13678.25	29686.42	16928.97	10111.53	14595.87	19595.11	38759.44	21065.89	18696.88	21841.42	1441.05	165738.02	18391.71	18065.15	63579.68	49163.17	41562.21	10225.74	5774.21	5032.91	45040.81	5906.81	21941.54	78933.29	44473.85	75472.11	17179.1	12209.69	4883.77	13254.96	52215.41	33816.57	8286.77	28153.99	15799.93	9981.07	27053.58	19234.65	56974.62	12192.76	6544.99	9738.81	35239.86	4062.23	2824.68	37291.39
Pathogenic Escherichia coli infection	1134.5	12605.42	1949.73	27415.74	40609.7	2097	4278	5257.5	14550.1	20397.91	18163.32	42767.39	25910.86	30072.74	46178	2159.41	29872	12675.85	17913.01	21187.5	7440.07	14958.34	71.25	129.34	122	1000.59	142	309.84	2909	73	86	283.49	8	2069.09	1544.5	1256	3152.25	12057.26	1392.5	432	736	543	51	2200	1505	5182.41	7579.5	1722	633	1196	28.1	80395	219.5	909	208	281	968.5	551.5	362.78	262	6904	124.01	166	229	434.2	960	371	250	887	816.5	196	310	476.75	5843.5	40.5	3789.84	95.34	166	102	96	2716	384	628	73	861	313
Pathways in cancer	4355.5	28016.62	4322.13	37920.59	62028.61	4012.96	7310.34	9841.68	26408.25	37072.86	28574.85	54445.63	33751.16	38867.15	90824.34	5547.74	36823.41	22072.58	30673.04	29574.55	19063.54	29393.6	5790.26	4887.9	6206.17	6526.41	142.33	2247.85	2989.32	457.33	1140.09	2306.03	1725	2566.79	2005.84	1593.97	2429.32	9087.27	22919.84	17193.16	3369.83	4358	6666.83	2508.69	2588.34	4058.66	10090.6	2198.87	2789.67	739.17	437.62	242114.28	7226.17	7253.35	27439.98	10905.43	2435.12	2708.82	1664.79	1740.83	19531.16	1940.84	9452.92	1588.09	17064.94	1716.51	9636.67	9758.04	1595.28	5218	1128.97	14796.65	1464.59	9143.68	7560.72	9640.65	11203.16	5857.68	25991.21	3336.16	3180.83	14897.08	19949.49	1089.16	949.83	1575.17
Pathways of neurodegeneration - multiple diseases	2775.25	24951.96	4035.06	42330.33	61492.02	4252.67	6664.85	9913.45	24478.33	32229.58	26939.48	53985.66	34395.24	42120.59	71159.85	5185.03	41062.66	18289.55	31072.99	33485.37	13979.37	27368.96	121.25	1945.28	54.25	1306.03	221	451.58	2226.83	145	2315.25	580.32	72	1616.64	1335.14	902.98	2153	9565.48	1307.14	400.33	948.13	679.02	93.38	1584.2	1508.07	3927.79	6466.95	898.9	646.47	1037.2	66.3	80806.88	356.42	1364.48	305.67	362.51	901.28	932.83	652.48	467.42	10500.09	179.55	231.59	362.66	260	1420.87	916.08	557.33	1319.76	1216.75	392.17	406.83	815.67	8069.52	122.33	3887.76	163.34	252.34	133.51	84.84	2877	758.43	7039.85	111.17	1012.17	463.92
